interaction_id,user_id,product_id,action,timestamp
101,2834,238,Wishlist,2024-01-01 01:40:00
102,4311,25,Viewed,2024-01-01 01:41:00
103,445,316,Purchased,2024-01-01 01:42:00
104,2689,323,Viewed,2024-01-01 01:43:00
105,4859,277,Wishlist,2024-01-01 01:44:00
106,2943,111,Viewed,2024-01-01 01:45:00
107,2062,91,Purchased,2024-01-01 01:46:00
108,105,483,Purchased,2024-01-01 01:47:00
109,2666,231,Purchased,2024-01-01 01:48:00
110,1951,130,Added to Cart,2024-01-01 01:49:00
111,1630,498,Wishlist,2024-01-01 01:50:00
112,1163,465,Purchased,2024-01-01 01:51:00
113,4237,412,Wishlist,2024-01-01 01:52:00
114,3774,195,Purchased,2024-01-01 01:53:00
115,4684,94,Viewed,2024-01-01 01:54:00
116,959,45,Wishlist,2024-01-01 01:55:00
117,1799,302,Viewed,2024-01-01 01:56:00
118,4580,220,Purchased,2024-01-01 01:57:00
119,1562,485,Wishlist,2024-01-01 01:58:00
120,4229,210,Wishlist,2024-01-01 01:59:00
121,1563,350,Wishlist,2024-01-01 02:00:00
122,1111,343,Viewed,2024-01-01 02:01:00
123,4693,98,Wishlist,2024-01-01 02:02:00
124,2200,485,Purchased,2024-01-01 02:03:00
125,2351,224,Purchased,2024-01-01 02:04:00
126,1246,281,Added to Cart,2024-01-01 02:05:00
127,374,146,Added to Cart,2024-01-01 02:06:00
128,3356,411,Viewed,2024-01-01 02:07:00
129,1025,403,Added to Cart,2024-01-01 02:08:00
130,4557,235,Viewed,2024-01-01 02:09:00
131,2490,382,Wishlist,2024-01-01 02:10:00
132,3850,327,Wishlist,2024-01-01 02:11:00
133,1992,294,Purchased,2024-01-01 02:12:00
134,2709,222,Purchased,2024-01-01 02:13:00
135,3765,174,Viewed,2024-01-01 02:14:00
136,2420,98,Viewed,2024-01-01 02:15:00
137,4770,39,Purchased,2024-01-01 02:16:00
138,4258,271,Wishlist,2024-01-01 02:17:00
139,3752,110,Viewed,2024-01-01 02:18:00
140,126,313,Added to Cart,2024-01-01 02:19:00
141,1550,55,Added to Cart,2024-01-01 02:20:00
142,1680,290,Viewed,2024-01-01 02:21:00
143,170,125,Added to Cart,2024-01-01 02:22:00
144,2807,312,Added to Cart,2024-01-01 02:23:00
145,803,124,Purchased,2024-01-01 02:24:00
146,1587,498,Purchased,2024-01-01 02:25:00
147,532,385,Purchased,2024-01-01 02:26:00
148,2857,357,Purchased,2024-01-01 02:27:00
149,4740,462,Wishlist,2024-01-01 02:28:00
150,3246,214,Added to Cart,2024-01-01 02:29:00
151,3401,338,Added to Cart,2024-01-01 02:30:00
152,4012,182,Wishlist,2024-01-01 02:31:00
153,3851,213,Wishlist,2024-01-01 02:32:00
154,4669,298,Added to Cart,2024-01-01 02:33:00
155,4405,181,Purchased,2024-01-01 02:34:00
156,1188,356,Added to Cart,2024-01-01 02:35:00
157,4576,497,Wishlist,2024-01-01 02:36:00
158,3701,374,Added to Cart,2024-01-01 02:37:00
159,2173,66,Wishlist,2024-01-01 02:38:00
160,4334,302,Purchased,2024-01-01 02:39:00
161,2579,191,Purchased,2024-01-01 02:40:00
162,3509,380,Added to Cart,2024-01-01 02:41:00
163,420,41,Wishlist,2024-01-01 02:42:00
164,3125,247,Viewed,2024-01-01 02:43:00
165,494,283,Wishlist,2024-01-01 02:44:00
166,734,47,Viewed,2024-01-01 02:45:00
167,1043,246,Purchased,2024-01-01 02:46:00
168,3617,336,Added to Cart,2024-01-01 02:47:00
169,3517,151,Added to Cart,2024-01-01 02:48:00
170,1281,246,Purchased,2024-01-01 02:49:00
171,1174,359,Viewed,2024-01-01 02:50:00
172,2031,338,Viewed,2024-01-01 02:51:00
173,3536,371,Purchased,2024-01-01 02:52:00
174,515,274,Purchased,2024-01-01 02:53:00
175,2515,225,Wishlist,2024-01-01 02:54:00
176,3431,319,Viewed,2024-01-01 02:55:00
177,2312,15,Wishlist,2024-01-01 02:56:00
178,3751,126,Added to Cart,2024-01-01 02:57:00
179,2299,197,Viewed,2024-01-01 02:58:00
180,251,282,Wishlist,2024-01-01 02:59:00
181,3696,5,Added to Cart,2024-01-01 03:00:00
182,392,162,Purchased,2024-01-01 03:01:00
183,4156,202,Purchased,2024-01-01 03:02:00
184,2130,112,Viewed,2024-01-01 03:03:00
185,521,217,Added to Cart,2024-01-01 03:04:00
186,3492,414,Added to Cart,2024-01-01 03:05:00
187,958,62,Added to Cart,2024-01-01 03:06:00
188,3620,202,Added to Cart,2024-01-01 03:07:00
189,4170,113,Added to Cart,2024-01-01 03:08:00
190,2601,264,Purchased,2024-01-01 03:09:00
191,4715,290,Added to Cart,2024-01-01 03:10:00
192,3996,399,Added to Cart,2024-01-01 03:11:00
193,1426,263,Viewed,2024-01-01 03:12:00
194,3169,135,Wishlist,2024-01-01 03:13:00
195,3529,405,Wishlist,2024-01-01 03:14:00
196,1618,77,Added to Cart,2024-01-01 03:15:00
197,2798,141,Viewed,2024-01-01 03:16:00
198,4761,189,Viewed,2024-01-01 03:17:00
199,1787,173,Wishlist,2024-01-01 03:18:00
200,1624,297,Purchased,2024-01-01 03:19:00
201,1635,442,Added to Cart,2024-01-01 03:20:00
202,1272,96,Wishlist,2024-01-01 03:21:00
203,2926,150,Added to Cart,2024-01-01 03:22:00
204,1167,168,Wishlist,2024-01-01 03:23:00
205,2256,10,Wishlist,2024-01-01 03:24:00
206,2747,433,Wishlist,2024-01-01 03:25:00
207,2874,333,Added to Cart,2024-01-01 03:26:00
208,675,90,Wishlist,2024-01-01 03:27:00
209,2028,320,Added to Cart,2024-01-01 03:28:00
210,4504,444,Wishlist,2024-01-01 03:29:00
211,3168,255,Purchased,2024-01-01 03:30:00
212,248,77,Added to Cart,2024-01-01 03:31:00
213,4302,3,Wishlist,2024-01-01 03:32:00
214,2706,22,Purchased,2024-01-01 03:33:00
215,2243,57,Purchased,2024-01-01 03:34:00
216,4587,53,Added to Cart,2024-01-01 03:35:00
217,84,363,Added to Cart,2024-01-01 03:36:00
218,1003,436,Viewed,2024-01-01 03:37:00
219,1496,38,Added to Cart,2024-01-01 03:38:00
220,4567,320,Wishlist,2024-01-01 03:39:00
221,1503,468,Viewed,2024-01-01 03:40:00
222,2020,214,Purchased,2024-01-01 03:41:00
223,211,125,Viewed,2024-01-01 03:42:00
224,3380,305,Wishlist,2024-01-01 03:43:00
225,1072,226,Purchased,2024-01-01 03:44:00
226,4766,252,Added to Cart,2024-01-01 03:45:00
227,3291,290,Purchased,2024-01-01 03:46:00
228,4401,494,Viewed,2024-01-01 03:47:00
229,2526,235,Added to Cart,2024-01-01 03:48:00
230,1563,110,Wishlist,2024-01-01 03:49:00
231,737,123,Purchased,2024-01-01 03:50:00
232,4424,8,Added to Cart,2024-01-01 03:51:00
233,877,251,Added to Cart,2024-01-01 03:52:00
234,3747,271,Wishlist,2024-01-01 03:53:00
235,2414,31,Wishlist,2024-01-01 03:54:00
236,2909,44,Wishlist,2024-01-01 03:55:00
237,2884,169,Wishlist,2024-01-01 03:56:00
238,1332,144,Viewed,2024-01-01 03:57:00
239,804,146,Purchased,2024-01-01 03:58:00
240,1738,302,Purchased,2024-01-01 03:59:00
241,546,461,Added to Cart,2024-01-01 04:00:00
242,836,37,Viewed,2024-01-01 04:01:00
243,2539,38,Wishlist,2024-01-01 04:02:00
244,213,316,Purchased,2024-01-01 04:03:00
245,3081,249,Viewed,2024-01-01 04:04:00
246,4039,461,Wishlist,2024-01-01 04:05:00
247,4042,241,Added to Cart,2024-01-01 04:06:00
248,3507,204,Wishlist,2024-01-01 04:07:00
249,2971,202,Wishlist,2024-01-01 04:08:00
250,2310,261,Added to Cart,2024-01-01 04:09:00
251,2547,47,Purchased,2024-01-01 04:10:00
252,2844,248,Wishlist,2024-01-01 04:11:00
253,4482,296,Added to Cart,2024-01-01 04:12:00
254,3294,432,Wishlist,2024-01-01 04:13:00
255,1372,3,Purchased,2024-01-01 04:14:00
256,4565,50,Wishlist,2024-01-01 04:15:00
257,2907,358,Wishlist,2024-01-01 04:16:00
258,1611,55,Purchased,2024-01-01 04:17:00
259,460,435,Wishlist,2024-01-01 04:18:00
260,4665,495,Viewed,2024-01-01 04:19:00
261,2666,202,Added to Cart,2024-01-01 04:20:00
262,1256,405,Wishlist,2024-01-01 04:21:00
263,912,443,Viewed,2024-01-01 04:22:00
264,2045,145,Wishlist,2024-01-01 04:23:00
265,4337,456,Viewed,2024-01-01 04:24:00
266,571,86,Added to Cart,2024-01-01 04:25:00
267,697,84,Added to Cart,2024-01-01 04:26:00
268,694,405,Purchased,2024-01-01 04:27:00
269,1335,365,Added to Cart,2024-01-01 04:28:00
270,600,333,Viewed,2024-01-01 04:29:00
271,2631,161,Wishlist,2024-01-01 04:30:00
272,4110,434,Wishlist,2024-01-01 04:31:00
273,2143,180,Added to Cart,2024-01-01 04:32:00
274,4271,133,Purchased,2024-01-01 04:33:00
275,4251,335,Viewed,2024-01-01 04:34:00
276,4251,440,Wishlist,2024-01-01 04:35:00
277,1866,312,Viewed,2024-01-01 04:36:00
278,4390,380,Added to Cart,2024-01-01 04:37:00
279,74,496,Wishlist,2024-01-01 04:38:00
280,4568,217,Added to Cart,2024-01-01 04:39:00
281,218,9,Viewed,2024-01-01 04:40:00
282,1299,258,Purchased,2024-01-01 04:41:00
283,4283,49,Added to Cart,2024-01-01 04:42:00
284,915,16,Purchased,2024-01-01 04:43:00
285,3934,433,Purchased,2024-01-01 04:44:00
286,3536,130,Added to Cart,2024-01-01 04:45:00
287,2216,498,Wishlist,2024-01-01 04:46:00
288,2052,387,Wishlist,2024-01-01 04:47:00
289,2139,188,Added to Cart,2024-01-01 04:48:00
290,4990,216,Viewed,2024-01-01 04:49:00
291,4241,8,Purchased,2024-01-01 04:50:00
292,3925,367,Viewed,2024-01-01 04:51:00
293,2829,172,Viewed,2024-01-01 04:52:00
294,1787,316,Wishlist,2024-01-01 04:53:00
295,780,258,Purchased,2024-01-01 04:54:00
296,3199,300,Viewed,2024-01-01 04:55:00
297,2121,110,Wishlist,2024-01-01 04:56:00
298,3843,222,Purchased,2024-01-01 04:57:00
299,4734,384,Wishlist,2024-01-01 04:58:00
300,3724,408,Purchased,2024-01-01 04:59:00
301,908,237,Added to Cart,2024-01-01 05:00:00
302,1286,200,Added to Cart,2024-01-01 05:01:00
303,951,267,Purchased,2024-01-01 05:02:00
304,2070,132,Viewed,2024-01-01 05:03:00
305,3664,334,Purchased,2024-01-01 05:04:00
306,2564,4,Added to Cart,2024-01-01 05:05:00
307,3532,322,Added to Cart,2024-01-01 05:06:00
308,2909,241,Purchased,2024-01-01 05:07:00
309,3079,309,Wishlist,2024-01-01 05:08:00
310,2629,1,Viewed,2024-01-01 05:09:00
311,3016,255,Added to Cart,2024-01-01 05:10:00
312,4308,101,Purchased,2024-01-01 05:11:00
313,3365,486,Purchased,2024-01-01 05:12:00
314,4872,285,Wishlist,2024-01-01 05:13:00
315,3998,293,Added to Cart,2024-01-01 05:14:00
316,3250,337,Added to Cart,2024-01-01 05:15:00
317,4291,112,Viewed,2024-01-01 05:16:00
318,1321,223,Wishlist,2024-01-01 05:17:00
319,4757,371,Viewed,2024-01-01 05:18:00
320,1504,141,Purchased,2024-01-01 05:19:00
321,1595,63,Wishlist,2024-01-01 05:20:00
322,3318,167,Added to Cart,2024-01-01 05:21:00
323,515,366,Added to Cart,2024-01-01 05:22:00
324,1192,67,Viewed,2024-01-01 05:23:00
325,120,1,Added to Cart,2024-01-01 05:24:00
326,4160,419,Purchased,2024-01-01 05:25:00
327,4839,388,Added to Cart,2024-01-01 05:26:00
328,2644,165,Wishlist,2024-01-01 05:27:00
329,4577,279,Wishlist,2024-01-01 05:28:00
330,1331,35,Wishlist,2024-01-01 05:29:00
331,4157,418,Purchased,2024-01-01 05:30:00
332,973,489,Viewed,2024-01-01 05:31:00
333,1726,457,Wishlist,2024-01-01 05:32:00
334,2226,382,Purchased,2024-01-01 05:33:00
335,2663,183,Added to Cart,2024-01-01 05:34:00
336,395,90,Added to Cart,2024-01-01 05:35:00
337,4003,279,Wishlist,2024-01-01 05:36:00
338,2390,84,Wishlist,2024-01-01 05:37:00
339,4255,406,Added to Cart,2024-01-01 05:38:00
340,2281,4,Wishlist,2024-01-01 05:39:00
341,2085,427,Viewed,2024-01-01 05:40:00
342,1336,390,Wishlist,2024-01-01 05:41:00
343,1498,24,Added to Cart,2024-01-01 05:42:00
344,2456,140,Viewed,2024-01-01 05:43:00
345,3571,211,Wishlist,2024-01-01 05:44:00
346,1326,412,Viewed,2024-01-01 05:45:00
347,2623,230,Purchased,2024-01-01 05:46:00
348,3168,65,Wishlist,2024-01-01 05:47:00
349,2816,91,Viewed,2024-01-01 05:48:00
350,883,93,Added to Cart,2024-01-01 05:49:00
351,870,40,Purchased,2024-01-01 05:50:00
352,3322,25,Purchased,2024-01-01 05:51:00
353,2802,30,Purchased,2024-01-01 05:52:00
354,2002,437,Viewed,2024-01-01 05:53:00
355,4112,382,Added to Cart,2024-01-01 05:54:00
356,4453,196,Wishlist,2024-01-01 05:55:00
357,1058,325,Wishlist,2024-01-01 05:56:00
358,1544,441,Purchased,2024-01-01 05:57:00
359,4949,234,Wishlist,2024-01-01 05:58:00
360,3732,435,Added to Cart,2024-01-01 05:59:00
361,3719,353,Added to Cart,2024-01-01 06:00:00
362,477,103,Wishlist,2024-01-01 06:01:00
363,3218,84,Added to Cart,2024-01-01 06:02:00
364,1028,159,Wishlist,2024-01-01 06:03:00
365,3349,123,Purchased,2024-01-01 06:04:00
366,3260,436,Wishlist,2024-01-01 06:05:00
367,2799,479,Purchased,2024-01-01 06:06:00
368,779,179,Added to Cart,2024-01-01 06:07:00
369,4133,351,Purchased,2024-01-01 06:08:00
370,2348,157,Viewed,2024-01-01 06:09:00
371,2852,280,Added to Cart,2024-01-01 06:10:00
372,2103,284,Added to Cart,2024-01-01 06:11:00
373,3664,447,Purchased,2024-01-01 06:12:00
374,2200,366,Viewed,2024-01-01 06:13:00
375,3321,57,Added to Cart,2024-01-01 06:14:00
376,35,208,Added to Cart,2024-01-01 06:15:00
377,3799,256,Viewed,2024-01-01 06:16:00
378,779,89,Added to Cart,2024-01-01 06:17:00
379,899,287,Wishlist,2024-01-01 06:18:00
380,3501,205,Viewed,2024-01-01 06:19:00
381,3384,8,Wishlist,2024-01-01 06:20:00
382,1894,4,Purchased,2024-01-01 06:21:00
383,4465,120,Wishlist,2024-01-01 06:22:00
384,2751,356,Purchased,2024-01-01 06:23:00
385,2764,306,Wishlist,2024-01-01 06:24:00
386,3541,312,Wishlist,2024-01-01 06:25:00
387,4321,60,Viewed,2024-01-01 06:26:00
388,812,341,Purchased,2024-01-01 06:27:00
389,4173,294,Purchased,2024-01-01 06:28:00
390,2834,233,Added to Cart,2024-01-01 06:29:00
391,3459,4,Wishlist,2024-01-01 06:30:00
392,3988,469,Viewed,2024-01-01 06:31:00
393,1649,13,Purchased,2024-01-01 06:32:00
394,267,99,Viewed,2024-01-01 06:33:00
395,1416,431,Viewed,2024-01-01 06:34:00
396,4861,97,Wishlist,2024-01-01 06:35:00
397,598,186,Wishlist,2024-01-01 06:36:00
398,4259,283,Purchased,2024-01-01 06:37:00
399,11,156,Purchased,2024-01-01 06:38:00
400,4284,287,Wishlist,2024-01-01 06:39:00
401,4752,215,Wishlist,2024-01-01 06:40:00
402,3813,46,Added to Cart,2024-01-01 06:41:00
403,744,335,Viewed,2024-01-01 06:42:00
404,4821,214,Purchased,2024-01-01 06:43:00
405,4603,478,Purchased,2024-01-01 06:44:00
406,4545,14,Added to Cart,2024-01-01 06:45:00
407,1574,162,Wishlist,2024-01-01 06:46:00
408,4776,173,Wishlist,2024-01-01 06:47:00
409,4549,176,Purchased,2024-01-01 06:48:00
410,1230,1,Added to Cart,2024-01-01 06:49:00
411,1950,473,Wishlist,2024-01-01 06:50:00
412,2330,183,Added to Cart,2024-01-01 06:51:00
413,3222,455,Added to Cart,2024-01-01 06:52:00
414,1667,388,Wishlist,2024-01-01 06:53:00
415,32,397,Added to Cart,2024-01-01 06:54:00
416,1038,273,Added to Cart,2024-01-01 06:55:00
417,838,110,Viewed,2024-01-01 06:56:00
418,4582,287,Wishlist,2024-01-01 06:57:00
419,3425,303,Wishlist,2024-01-01 06:58:00
420,924,108,Purchased,2024-01-01 06:59:00
421,3300,138,Wishlist,2024-01-01 07:00:00
422,4732,418,Viewed,2024-01-01 07:01:00
423,4265,69,Viewed,2024-01-01 07:02:00
424,4843,12,Wishlist,2024-01-01 07:03:00
425,1094,306,Purchased,2024-01-01 07:04:00
426,3296,217,Wishlist,2024-01-01 07:05:00
427,3219,406,Purchased,2024-01-01 07:06:00
428,3287,186,Purchased,2024-01-01 07:07:00
429,2438,389,Viewed,2024-01-01 07:08:00
430,1663,404,Wishlist,2024-01-01 07:09:00
431,3863,364,Purchased,2024-01-01 07:10:00
432,2213,201,Added to Cart,2024-01-01 07:11:00
433,1927,166,Added to Cart,2024-01-01 07:12:00
434,2008,261,Purchased,2024-01-01 07:13:00
435,4359,369,Added to Cart,2024-01-01 07:14:00
436,3680,184,Purchased,2024-01-01 07:15:00
437,1617,491,Purchased,2024-01-01 07:16:00
438,4877,444,Added to Cart,2024-01-01 07:17:00
439,31,489,Viewed,2024-01-01 07:18:00
440,2843,115,Added to Cart,2024-01-01 07:19:00
441,3079,414,Added to Cart,2024-01-01 07:20:00
442,4682,313,Wishlist,2024-01-01 07:21:00
443,286,164,Wishlist,2024-01-01 07:22:00
444,4568,308,Wishlist,2024-01-01 07:23:00
445,801,248,Purchased,2024-01-01 07:24:00
446,1260,109,Added to Cart,2024-01-01 07:25:00
447,10,235,Wishlist,2024-01-01 07:26:00
448,2123,30,Viewed,2024-01-01 07:27:00
449,3388,84,Purchased,2024-01-01 07:28:00
450,1097,424,Added to Cart,2024-01-01 07:29:00
451,3701,83,Viewed,2024-01-01 07:30:00
452,1291,172,Added to Cart,2024-01-01 07:31:00
453,3976,34,Viewed,2024-01-01 07:32:00
454,328,167,Wishlist,2024-01-01 07:33:00
455,2955,276,Added to Cart,2024-01-01 07:34:00
456,3793,425,Viewed,2024-01-01 07:35:00
457,1139,216,Viewed,2024-01-01 07:36:00
458,142,271,Viewed,2024-01-01 07:37:00
459,1259,63,Added to Cart,2024-01-01 07:38:00
460,4273,226,Purchased,2024-01-01 07:39:00
461,3653,363,Purchased,2024-01-01 07:40:00
462,2907,469,Purchased,2024-01-01 07:41:00
463,4943,414,Wishlist,2024-01-01 07:42:00
464,3935,200,Purchased,2024-01-01 07:43:00
465,3113,112,Added to Cart,2024-01-01 07:44:00
466,237,441,Wishlist,2024-01-01 07:45:00
467,1877,290,Viewed,2024-01-01 07:46:00
468,4215,465,Wishlist,2024-01-01 07:47:00
469,2739,498,Wishlist,2024-01-01 07:48:00
470,3667,319,Purchased,2024-01-01 07:49:00
471,2392,365,Purchased,2024-01-01 07:50:00
472,4997,447,Purchased,2024-01-01 07:51:00
473,747,190,Purchased,2024-01-01 07:52:00
474,2139,381,Purchased,2024-01-01 07:53:00
475,3794,73,Viewed,2024-01-01 07:54:00
476,2824,347,Added to Cart,2024-01-01 07:55:00
477,2506,228,Added to Cart,2024-01-01 07:56:00
478,1586,58,Added to Cart,2024-01-01 07:57:00
479,3813,111,Wishlist,2024-01-01 07:58:00
480,4951,192,Purchased,2024-01-01 07:59:00
481,4647,291,Purchased,2024-01-01 08:00:00
482,1934,473,Purchased,2024-01-01 08:01:00
483,4068,94,Purchased,2024-01-01 08:02:00
484,2976,335,Viewed,2024-01-01 08:03:00
485,2932,19,Purchased,2024-01-01 08:04:00
486,1881,55,Wishlist,2024-01-01 08:05:00
487,1424,212,Added to Cart,2024-01-01 08:06:00
488,94,27,Added to Cart,2024-01-01 08:07:00
489,1605,325,Purchased,2024-01-01 08:08:00
490,3460,159,Viewed,2024-01-01 08:09:00
491,2679,244,Wishlist,2024-01-01 08:10:00
492,2803,379,Viewed,2024-01-01 08:11:00
493,4467,85,Purchased,2024-01-01 08:12:00
494,462,218,Viewed,2024-01-01 08:13:00
495,1132,475,Purchased,2024-01-01 08:14:00
496,1588,52,Viewed,2024-01-01 08:15:00
497,717,234,Viewed,2024-01-01 08:16:00
498,4402,7,Added to Cart,2024-01-01 08:17:00
499,4839,101,Purchased,2024-01-01 08:18:00
500,3017,81,Purchased,2024-01-01 08:19:00
501,2248,261,Added to Cart,2024-01-01 08:20:00
502,4039,102,Viewed,2024-01-01 08:21:00
503,3215,122,Viewed,2024-01-01 08:22:00
504,702,235,Viewed,2024-01-01 08:23:00
505,3166,191,Added to Cart,2024-01-01 08:24:00
506,2358,120,Added to Cart,2024-01-01 08:25:00
507,775,419,Purchased,2024-01-01 08:26:00
508,863,214,Added to Cart,2024-01-01 08:27:00
509,1062,101,Added to Cart,2024-01-01 08:28:00
510,4292,365,Viewed,2024-01-01 08:29:00
511,4881,367,Added to Cart,2024-01-01 08:30:00
512,2572,471,Added to Cart,2024-01-01 08:31:00
513,4082,463,Added to Cart,2024-01-01 08:32:00
514,1551,481,Viewed,2024-01-01 08:33:00
515,1438,177,Purchased,2024-01-01 08:34:00
516,4037,451,Added to Cart,2024-01-01 08:35:00
517,661,23,Added to Cart,2024-01-01 08:36:00
518,3623,434,Purchased,2024-01-01 08:37:00
519,336,149,Purchased,2024-01-01 08:38:00
520,2884,291,Added to Cart,2024-01-01 08:39:00
521,1550,142,Added to Cart,2024-01-01 08:40:00
522,3010,459,Viewed,2024-01-01 08:41:00
523,2507,439,Viewed,2024-01-01 08:42:00
524,1858,167,Added to Cart,2024-01-01 08:43:00
525,1096,56,Purchased,2024-01-01 08:44:00
526,3655,464,Wishlist,2024-01-01 08:45:00
527,611,195,Viewed,2024-01-01 08:46:00
528,3841,148,Purchased,2024-01-01 08:47:00
529,4780,110,Purchased,2024-01-01 08:48:00
530,1032,223,Wishlist,2024-01-01 08:49:00
531,1783,250,Added to Cart,2024-01-01 08:50:00
532,33,387,Wishlist,2024-01-01 08:51:00
533,1469,211,Wishlist,2024-01-01 08:52:00
534,4322,428,Viewed,2024-01-01 08:53:00
535,3067,443,Added to Cart,2024-01-01 08:54:00
536,434,354,Purchased,2024-01-01 08:55:00
537,2229,334,Viewed,2024-01-01 08:56:00
538,953,39,Wishlist,2024-01-01 08:57:00
539,3217,315,Purchased,2024-01-01 08:58:00
540,3938,157,Added to Cart,2024-01-01 08:59:00
541,972,31,Added to Cart,2024-01-01 09:00:00
542,797,206,Wishlist,2024-01-01 09:01:00
543,1372,336,Purchased,2024-01-01 09:02:00
544,4405,28,Wishlist,2024-01-01 09:03:00
545,1171,242,Purchased,2024-01-01 09:04:00
